"gender","race/ethnicity","parental level of education","lunch","test preparation course","math score","reading score","writing score"
"male","group B","associate's degree","free/reduced","none","64","67","60"
"female","group B","bachelor's degree","standard","none","71","75","73"
"female","group B","some college","free/reduced","completed","25","51","52"
"male","group C","high school","standard","completed","54","50","54"
"male","group C","some college","standard","none","85","73","73"
"female","group E","high school","free/reduced","completed","46","67","64"
"male","group D","associate's degree","standard","none","72","73","69"
"male","group A","high school","standard","completed","58","59","63"
"female","group D","high school","standard","none","35","41","41"
"male","group D","associate's degree","standard","completed","79","73","75"
"male","group D","some college","standard","none","72","65","68"
"male","group C","high school","standard","completed","84","91","90"
"female","group C","some college","standard","completed","74","71","77"
"male","group C","bachelor's degree","standard","none","85","72","77"
"female","group B","bachelor's degree","free/reduced","none","45","58","56"
"female","group E","some college","standard","completed","82","90","83"
"female","group C","high school","standard","none","41","42","38"
"female","group D","bachelor's degree","free/reduced","none","78","93","93"
"female","group E","some college","free/reduced","none","55","71","64"
"female","group C","some college","free/reduced","completed","71","90","88"
"male","group E","some college","standard","none","87","79","81"
"male","group A","high school","standard","completed","89","88","88"
"male","group C","some college","free/reduced","completed","70","71","68"
"male","group D","associate's degree","standard","none","57","55","52"
"male","group C","bachelor's degree","standard","none","71","78","75"
"male","group D","bachelor's degree","free/reduced","none","75","77","76"
"female","group E","associate's degree","free/reduced","completed","71","85","81"
"female","group D","bachelor's degree","standard","completed","72","93","95"
"male","group B","some college","free/reduced","none","50","53","48"
"male","group C","associate's degree","standard","none","68","59","57"
"male","group D","associate's degree","standard","none","78","77","74"
"male","group D","associate's degree","free/reduced","none","32","23","27"
"male","group D","some college","standard","none","76","77","75"
"male","group E","some high school","free/reduced","none","85","77","78"
"female","group C","associate's degree","standard","completed","93","88","90"
"female","group A","associate's degree","standard","completed","77","84","85"
"female","group E","associate's degree","standard","none","75","73","76"
"male","group E","high school","standard","completed","95","92","90"
"female","group D","high school","free/reduced","none","65","73","71"
"male","group D","master's degree","standard","completed","81","84","84"
"female","group B","high school","free/reduced","none","62","69","65"
"male","group C","associate's degree","standard","none","88","91","87"
"male","group C","high school","free/reduced","none","70","67","69"
"male","group D","some high school","free/reduced","none","46","47","47"
"male","group D","some college","standard","none","87","74","76"
"female","group A","some high school","standard","completed","80","87","84"
"female","group D","some college","free/reduced","completed","65","71","77"
"female","group C","associate's degree","standard","none","89","95","90"
"female","group A","high school","standard","none","87","91","86"
"female","group D","bachelor's degree","free/reduced","none","35","44","47"
"male","group B","master's degree","free/reduced","none","69","72","74"
"male","group C","high school","standard","none","90","86","76"
"male","group C","bachelor's degree","free/reduced","none","70","67","64"
"male","group E","some college","standard","none","84","67","64"
"male","group C","associate's degree","free/reduced","none","56","56","58"
"female","group C","bachelor's degree","free/reduced","completed","69","79","83"
"male","group C","bachelor's degree","free/reduced","none","43","52","46"
"male","group D","associate's degree","standard","none","79","56","65"
"female","group B","some high school","standard","none","59","66","56"
"male","group C","some high school","standard","none","50","45","45"
"male","group C","some college","free/reduced","completed","63","55","54"
"female","group D","some high school","free/reduced","none","68","77","79"
"female","group C","high school","standard","completed","87","100","96"
"female","group C","some high school","free/reduced","none","59","69","62"
"female","group A","associate's degree","standard","none","91","100","98"
"female","group D","high school","standard","none","56","54","57"
"female","group C","associate's degree","free/reduced","none","58","65","62"
"male","group C","associate's degree","standard","completed","85","85","85"
"male","group B","some high school","standard","none","39","26","27"
"female","group B","bachelor's degree","standard","none","63","91","84"
"male","group C","some high school","standard","completed","82","75","78"
"female","group D","some high school","standard","none","36","40","46"
"female","group D","some college","standard","none","56","70","73"
"female","group D","some high school","standard","none","49","61","55"
"male","group C","high school","free/reduced","none","61","67","61"
"female","group C","high school","free/reduced","none","53","57","59"
"male","group D","some college","standard","none","63","61","61"
"male","group D","some college","standard","completed","69","66","70"
"female","group A","bachelor's degree","standard","none","74","80","79"
"male","group D","some college","free/reduced","none","52","45","47"
"female","group D","some high school","free/reduced","none","42","58","55"
"male","group E","associate's degree","free/reduced","none","70","71","65"
"female","group C","master's degree","free/reduced","none","76","93","90"
"male","group B","associate's degree","free/reduced","none","69","69","56"
"male","group C","some high school","standard","completed","66","66","65"
"female","group A","some high school","free/reduced","completed","59","79","75"
"male","group A","bachelor's degree","standard","completed","73","76","74"
"female","group C","some high school","free/reduced","none","68","72","68"
"male","group C","some high school","standard","none","68","65","55"
"female","group C","associate's degree","standard","none","60","66","61"
"female","group E","some college","free/reduced","completed","89","100","99"
"female","group E","high school","free/reduced","none","48","62","62"
"female","group D","high school","standard","completed","67","73","75"
"male","group B","some college","standard","none","59","64","58"
"female","group E","bachelor's degree","standard","completed","84","98","96"
"male","group C","high school","standard","none","69","53","50"
"female","group C","some college","standard","none","87","100","93"
"female","group C","some college","standard","none","56","71","70"
"male","group D","some college","free/reduced","completed","55","58","55"
"female","group C","associate's degree","free/reduced","none","49","53","60"
"male","group D","some high school","standard","none","67","73","63"
"male","group A","high school","standard","completed","78","71","72"
"male","group D","some high school","free/reduced","none","74","78","69"
"male","group E","some high school","free/reduced","completed","68","66","65"
"female","group C","associate's degree","standard","none","64","65","71"
"male","group B","associate's degree","standard","completed","80","71","80"
"male","group B","high school","standard","completed","54","44","50"
"female","group B","some college","standard","none","68","76","75"
"female","group B","some high school","standard","completed","64","65","65"
"female","group A","bachelor's degree","standard","none","40","62","53"
"female","group D","high school","free/reduced","none","58","67","65"
"female","group D","bachelor's degree","standard","none","70","68","72"
"female","group C","high school","standard","none","70","76","76"
"female","group B","high school","standard","none","66","73","72"
"female","group C","some high school","standard","completed","55","74","76"
"male","group B","some high school","standard","completed","48","54","46"
"female","group D","high school","standard","none","70","80","77"
"male","group B","high school","standard","completed","77","78","76"
"female","group D","associate's degree","standard","completed","68","87","88"
"female","group A","high school","standard","none","81","79","82"
"female","group C","master's degree","standard","none","79","84","90"
"female","group D","associate's degree","standard","completed","73","85","95"
"female","group C","some college","standard","none","71","86","87"
"female","group C","some high school","standard","none","84","86","81"
"male","group B","some college","standard","completed","80","82","82"
"male","group E","bachelor's degree","free/reduced","none","81","69","69"
"male","group C","some high school","free/reduced","completed","61","65","48"
"female","group D","high school","standard","none","79","83","82"
"female","group D","some high school","standard","completed","69","75","79"
"female","group E","some high school","standard","none","74","76","72"
"male","group C","some college","free/reduced","none","52","45","43"
"female","group D","master's degree","free/reduced","none","70","84","90"
"male","group D","some college","free/reduced","none","65","59","67"
"female","group C","high school","standard","none","74","78","80"
"female","group B","associate's degree","standard","completed","69","77","82"
"male","group C","some college","standard","none","81","81","76"
"female","group C","high school","standard","none","48","60","55"
"male","group C","associate's degree","standard","completed","71","68","63"
"female","group D","high school","free/reduced","none","46","63","62"
"female","group C","associate's degree","standard","none","57","66","65"
"male","group D","high school","standard","completed","66","51","63"
"male","group B","bachelor's degree","free/reduced","none","56","58","52"
"female","group E","some college","standard","none","65","58","56"
"male","group B","high school","standard","none","87","83","79"
"male","group D","high school","free/reduced","none","56","50","50"
"female","group D","some college","free/reduced","completed","79","92","94"
"female","group D","some high school","free/reduced","none","66","78","81"
"male","group D","high school","standard","none","84","78","77"
"male","group C","bachelor's degree","standard","completed","63","55","59"
"male","group C","bachelor's degree","free/reduced","none","49","56","47"
"female","group C","some high school","standard","completed","79","87","85"
"male","group C","some college","free/reduced","none","53","53","53"
"male","group D","associate's degree","standard","completed","90","84","87"
"male","group E","high school","standard","completed","86","76","79"
"male","group C","some college","free/reduced","completed","77","73","69"
"male","group E","some college","standard","none","100","81","76"
"male","group C","bachelor's degree","standard","none","80","77","74"
"female","group B","some high school","standard","completed","87","92","94"
"male","group C","bachelor's degree","free/reduced","completed","53","66","68"
"female","group C","some high school","standard","completed","77","79","83"
"male","group D","bachelor's degree","standard","completed","85","90","93"
"female","group D","high school","standard","none","64","64","71"
"male","group C","bachelor's degree","standard","none","78","78","72"
"female","group A","high school","standard","none","75","79","78"
"male","group D","master's degree","free/reduced","none","72","74","71"
"female","group D","high school","free/reduced","none","25","41","32"
"female","group E","associate's degree","free/reduced","none","44","56","51"
"female","group E","some college","standard","none","63","63","63"
"female","group C","some college","free/reduced","none","44","69","62"
"female","group A","some college","standard","none","75","69","77"
"female","group C","some college","standard","none","53","59","57"
"male","group E","associate's degree","standard","none","69","73","68"
"male","group D","high school","standard","none","58","44","40"
"male","group D","associate's degree","standard","completed","65","68","69"
"male","group E","some college","standard","none","74","60","61"
"male","group E","some college","free/reduced","none","78","74","70"
"male","group C","associate's degree","free/reduced","none","58","56","51"
"male","group A","some high school","standard","completed","77","74","78"
"male","group C","high school","standard","completed","76","81","80"
"female","group B","high school","standard","completed","67","84","79"
"female","group C","bachelor's degree","standard","completed","71","87","82"
"male","group D","high school","free/reduced","completed","66","72","67"
"male","group B","some college","free/reduced","none","67","83","70"
"male","group B","bachelor's degree","standard","none","84","83","78"
"female","group C","high school","free/reduced","none","38","61","50"
"male","group E","some high school","free/reduced","none","49","45","38"
"male","group D","some college","standard","none","75","69","67"
"female","group A","master's degree","free/reduced","completed","78","90","96"
"female","group B","associate's degree","free/reduced","completed","44","62","56"
"male","group C","some high school","standard","none","61","58","47"
"female","group D","associate's degree","free/reduced","completed","56","71","70"
"male","group C","high school","standard","none","72","57","53"
"male","group B","some college","free/reduced","none","43","47","41"
"female","group A","some high school","free/reduced","completed","67","73","78"
"female","group E","high school","free/reduced","none","74","75","71"
"female","group E","associate's degree","free/reduced","completed","96","100","98"
"male","group B","high school","free/reduced","completed","68","64","61"
"male","group D","high school","standard","none","65","53","50"
"female","group C","some high school","standard","none","55","61","58"
"male","group C","some college","free/reduced","none","26","31","24"
"female","group D","high school","standard","none","82","84","87"
"female","group E","some college","free/reduced","none","75","88","86"
"male","group C","some high school","standard","completed","68","68","66"
"male","group B","bachelor's degree","free/reduced","none","62","64","58"
"female","group C","high school","standard","none","64","78","72"
"female","group C","bachelor's degree","standard","completed","76","91","90"
"female","group A","bachelor's degree","standard","none","80","87","93"
"female","group B","high school","standard","none","54","70","64"
"male","group E","high school","standard","completed","81","75","71"
"female","group C","some college","free/reduced","none","53","61","57"
"female","group D","bachelor's degree","free/reduced","none","76","87","85"
"female","group D","bachelor's degree","standard","completed","87","90","90"
"male","group B","some high school","free/reduced","none","41","32","25"
"male","group C","associate's degree","standard","none","78","75","64"
"female","group A","some college","free/reduced","none","67","82","83"
"female","group C","some college","standard","none","57","64","59"
"male","group E","bachelor's degree","free/reduced","completed","60","65","67"
"male","group C","associate's degree","standard","none","77","66","61"
"male","group B","bachelor's degree","standard","completed","90","85","90"
"male","group B","some college","free/reduced","none","44","39","40"
"male","group B","associate's degree","free/reduced","none","69","65","69"
"male","group B","high school","standard","completed","74","69","65"
"female","group E","high school","free/reduced","none","55","69","62"
"female","group B","some college","free/reduced","completed","42","58","58"
"female","group D","some high school","standard","completed","47","64","63"
"female","group C","some high school","free/reduced","none","23","40","35"
"female","group B","associate's degree","standard","none","92","97","91"
"male","group D","some college","free/reduced","none","60","57","50"
"female","group D","some college","standard","none","68","82","82"
"female","group C","associate's degree","standard","none","66","67","64"
"male","group D","high school","standard","none","77","69","71"
"female","group D","associate's degree","standard","completed","84","90","100"
"male","group B","some high school","standard","none","58","57","52"
"male","group E","some college","standard","completed","83","75","78"
"female","group B","bachelor's degree","standard","none","52","57","62"
"female","group E","some college","free/reduced","none","58","69","62"
"male","group B","high school","standard","completed","96","86","86"
"female","group B","bachelor's degree","standard","none","65","78","71"
"female","group E","some high school","standard","completed","80","83","85"
"female","group E","some high school","free/reduced","none","36","48","35"
"female","group D","some high school","standard","completed","79","88","95"
"male","group B","associate's degree","standard","none","68","67","62"
"female","group C","some college","standard","completed","43","52","55"
"female","group D","some high school","free/reduced","none","39","42","44"
"male","group E","some high school","standard","none","82","70","66"
"female","group B","high school","standard","none","53","53","51"
"female","group E","some college","standard","none","82","94","90"
"male","group E","associate's degree","standard","none","94","91","85"
"female","group D","high school","free/reduced","none","70","75","71"
"female","group D","some college","standard","completed","68","63","69"
"male","group B","master's degree","free/reduced","none","49","52","49"
"male","group D","associate's degree","standard","completed","62","55","65"
"female","group B","master's degree","standard","completed","91","100","100"
"female","group D","some high school","standard","none","31","42","43"
"female","group D","high school","free/reduced","completed","41","52","57"
"female","group A","some high school","standard","none","61","67","63"
"female","group C","high school","free/reduced","none","33","44","39"
"male","group E","some high school","free/reduced","none","57","49","52"
"male","group C","associate's degree","free/reduced","none","54","61","61"
"male","group D","some college","standard","none","93","79","81"
"female","group C","some high school","free/reduced","none","43","52","52"
"female","group A","associate's degree","standard","none","73","77","78"
"male","group B","associate's degree","free/reduced","completed","82","88","92"
"male","group C","some high school","free/reduced","completed","76","78","76"
"female","group D","some college","standard","none","93","94","98"
"female","group C","bachelor's degree","standard","completed","65","80","78"
"female","group A","high school","free/reduced","completed","49","64","54"
"female","group E","high school","standard","none","86","92","85"
"female","group D","some college","free/reduced","none","67","71","75"
"female","group D","associate's degree","standard","none","74","94","88"
"male","group C","some high school","standard","none","84","72","73"
"female","group C","some college","free/reduced","completed","55","76","68"
"male","group D","high school","standard","none","93","79","78"
"female","group C","bachelor's degree","free/reduced","none","62","64","65"
"female","group C","high school","standard","none","72","74","72"
"male","group B","associate's degree","standard","none","52","45","46"
"female","group D","bachelor's degree","free/reduced","none","45","54","57"
"male","group B","high school","free/reduced","completed","53","54","49"
"female","group C","some high school","standard","none","76","91","91"
"male","group B","some high school","standard","completed","72","70","69"
"male","group B","associate's degree","standard","none","69","52","59"
"male","group C","high school","standard","completed","50","46","45"
"male","group D","associate's degree","standard","completed","83","83","89"
"female","group C","some high school","standard","none","63","62","59"
"female","group B","some high school","standard","none","70","80","80"
"male","group C","some college","standard","none","63","59","53"
"female","group C","associate's degree","standard","none","61","74","74"
"female","group C","high school","free/reduced","none","44","46","47"
"male","group E","associate's degree","free/reduced","none","74","64","62"
"male","group D","associate's degree","standard","none","96","91","87"
"male","group E","high school","standard","none","94","85","80"
"male","group C","associate's degree","free/reduced","none","65","63","56"
"female","group D","high school","free/reduced","completed","52","68","70"
"male","group A","high school","standard","completed","60","64","57"
"male","group B","high school","standard","none","73","55","53"
"female","group C","some college","standard","completed","66","80","78"
"male","group E","associate's degree","standard","none","97","79","70"
"male","group D","some high school","free/reduced","none","33","23","19"
"female","group C","some high school","standard","none","78","94","92"
"female","group D","high school","standard","none","69","79","76"
"female","group C","high school","free/reduced","none","58","66","67"
"female","group E","some college","free/reduced","none","54","54","59"
"female","group C","associate's degree","free/reduced","none","63","76","70"
"male","group A","associate's degree","free/reduced","none","75","77","73"
"male","group B","associate's degree","standard","none","75","71","66"
"female","group C","associate's degree","standard","completed","95","100","100"
"female","group C","associate's degree","standard","none","44","49","48"
"female","group C","some high school","standard","none","75","75","76"
"male","group D","some college","standard","none","67","64","60"
"female","group C","some college","free/reduced","none","37","61","51"
"male","group D","high school","standard","none","77","67","68"
"male","group C","high school","standard","completed","79","78","75"
"female","group C","some college","free/reduced","none","46","55","54"
"male","group D","master's degree","free/reduced","none","58","65","61"
"female","group C","bachelor's degree","standard","none","58","74","70"
"female","group D","some college","standard","completed","79","82","92"
"female","group A","some high school","free/reduced","none","64","78","76"
"male","group A","master's degree","standard","none","84","74","81"
"female","group D","some college","standard","completed","82","81","88"
"female","group D","some college","standard","none","51","65","66"
"male","group D","some high school","free/reduced","completed","87","75","79"
"female","group B","associate's degree","free/reduced","none","58","79","76"
"female","group C","associate's degree","standard","none","69","71","74"
"male","group A","associate's degree","free/reduced","none","57","55","46"
"female","group C","some college","standard","none","69","72","71"
"female","group E","associate's degree","free/reduced","none","73","81","75"
"female","group C","some college","free/reduced","none","37","51","50"
"female","group C","bachelor's degree","free/reduced","none","43","60","59"
"male","group D","associate's degree","standard","none","57","55","53"
"male","group A","bachelor's degree","standard","none","75","79","68"
"male","group D","some college","standard","none","29","21","15"
"female","group D","high school","free/reduced","none","58","55","59"
"male","group C","bachelor's degree","free/reduced","none","66","60","59"
"male","group C","associate's degree","standard","completed","51","41","45"
"female","group D","master's degree","standard","completed","89","99","94"
"male","group C","bachelor's degree","standard","none","85","84","78"
"male","group C","associate's degree","free/reduced","none","71","65","63"
"male","group C","high school","standard","completed","78","77","83"
"female","group D","some high school","standard","none","48","56","50"
"female","group A","some high school","standard","completed","42","58","59"
"male","group E","high school","standard","none","84","69","62"
"female","group D","bachelor's degree","standard","none","69","71","71"
"female","group C","high school","free/reduced","completed","56","69","68"
"male","group C","high school","standard","none","83","72","66"
"male","group C","some college","free/reduced","completed","59","54","54"
"male","group B","some college","standard","none","84","76","70"
"female","group A","some high school","free/reduced","completed","51","76","72"
"female","group A","some high school","standard","completed","63","77","75"
"male","group C","some high school","standard","completed","58","54","49"
"male","group C","high school","standard","none","65","71","57"
"female","group B","some college","free/reduced","none","58","79","73"
"male","group C","some high school","standard","none","77","64","61"
"male","group D","bachelor's degree","free/reduced","completed","92","99","92"
"male","group C","some college","standard","none","74","82","66"
"male","group C","some college","standard","none","75","73","68"
"male","group B","associate's degree","free/reduced","none","75","70","68"
"male","group B","high school","free/reduced","none","57","57","59"
"female","group B","high school","standard","none","68","73","63"
"female","group D","associate's degree","free/reduced","none","33","57","52"
"male","group A","master's degree","free/reduced","none","46","46","44"
"female","group B","high school","standard","none","72","83","74"
"male","group C","associate's degree","standard","none","73","79","74"
"female","group E","bachelor's degree","standard","none","70","72","72"
"male","group B","some college","standard","none","66","57","59"
"male","group B","some high school","free/reduced","none","60","57","55"
"female","group D","bachelor's degree","standard","completed","90","100","100"
"male","group D","bachelor's degree","free/reduced","completed","60","65","66"
"male","group D","some college","standard","none","56","63","62"
"female","group D","some college","free/reduced","none","67","82","71"
"female","group D","some college","standard","completed","73","87","84"
"male","group C","associate's degree","standard","none","59","61","56"
"female","group D","some college","standard","completed","79","88","91"
"male","group B","some high school","standard","none","66","60","62"
"male","group E","some college","standard","none","78","78","78"
"male","group E","bachelor's degree","standard","none","82","70","65"
"male","group E","some high school","standard","completed","96","81","84"
"male","group C","bachelor's degree","standard","completed","48","38","46"
"male","group C","some high school","standard","completed","50","49","48"
"female","group B","some high school","standard","none","59","65","65"
"female","group C","high school","free/reduced","none","66","73","67"
"female","group B","some high school","free/reduced","completed","53","76","75"
"male","group D","associate's degree","free/reduced","none","82","85","74"
"female","group C","some college","free/reduced","none","41","51","51"
"female","group D","some college","free/reduced","none","61","73","72"
"male","group B","some college","standard","completed","80","83","87"
"female","group A","some college","free/reduced","none","49","65","63"
"female","group D","associate's degree","free/reduced","none","36","57","57"
"male","group B","some college","free/reduced","none","72","68","65"
"male","group C","master's degree","standard","none","67","61","62"
"male","group D","bachelor's degree","free/reduced","none","71","77","73"
"male","group B","some college","standard","none","90","94","87"
"male","group B","some high school","free/reduced","completed","72","77","72"
"male","group C","some high school","standard","none","78","76","72"
"male","group B","master's degree","standard","none","69","57","59"
"male","group C","some college","standard","none","54","58","54"
"male","group C","high school","standard","none","51","37","35"
"female","group D","bachelor's degree","standard","none","97","96","100"
"female","group A","associate's degree","standard","none","62","62","65"
"female","group C","some college","standard","none","49","67","60"
"male","group D","some college","free/reduced","none","73","62","63"
"female","group D","associate's degree","standard","none","65","73","72"
"female","group B","some high school","standard","none","63","64","66"
"female","group B","associate's degree","standard","completed","57","69","77"
"male","group D","bachelor's degree","standard","completed","100","97","96"
"female","group C","associate's degree","standard","none","69","72","79"
"female","group C","associate's degree","standard","none","92","93","94"
"male","group E","some college","standard","completed","91","85","89"
"female","group C","high school","standard","none","69","85","79"
"female","group E","master's degree","standard","completed","82","86","95"
"male","group B","associate's degree","free/reduced","none","29","25","27"
"female","group C","bachelor's degree","standard","completed","86","100","100"
"female","group D","associate's degree","standard","none","68","71","70"
"female","group D","some college","free/reduced","none","48","64","66"
"female","group B","high school","standard","none","31","45","40"
"male","group D","master's degree","standard","none","75","65","64"
"male","group C","some college","standard","completed","79","68","71"
"male","group A","high school","standard","completed","82","81","72"
"male","group D","associate's degree","standard","none","70","66","65"
"male","group B","bachelor's degree","standard","completed","76","82","85"
"male","group E","master's degree","standard","none","75","68","65"
"male","group B","some high school","free/reduced","none","58","73","60"
"female","group D","some high school","standard","none","58","69","60"
"female","group D","some college","standard","none","65","70","76"
"male","group E","some college","standard","completed","98","100","92"
"female","group C","some high school","free/reduced","none","48","70","61"
"female","group A","some high school","standard","none","45","58","57"
"female","group C","some college","standard","none","57","67","70"
"male","group E","some college","standard","none","78","49","52"
"male","group D","some high school","standard","completed","50","51","51"
"male","group B","some high school","free/reduced","none","66","65","57"
"female","group C","some high school","standard","none","46","60","62"
"female","group D","some high school","free/reduced","none","58","77","76"
"female","group A","some college","standard","none","75","77","81"
"female","group E","associate's degree","standard","none","91","92","93"
"female","group B","some college","standard","none","66","77","75"
"female","group C","some high school","free/reduced","completed","28","44","41"
"male","group E","master's degree","free/reduced","completed","92","98","91"
"female","group D","some high school","standard","none","62","74","67"
"male","group C","some high school","standard","none","87","85","74"
"female","group B","some college","standard","none","32","51","49"
"male","group C","some college","free/reduced","completed","74","71","77"
"male","group C","some college","standard","none","77","63","56"
"male","group C","some college","standard","none","64","71","55"
"male","group E","some college","standard","completed","88","73","74"
"female","group E","some college","standard","completed","75","69","78"
"male","group C","high school","free/reduced","none","43","51","38"
"male","group D","some college","free/reduced","completed","48","51","51"
"female","group C","associate's degree","free/reduced","none","56","70","67"
"female","group C","high school","free/reduced","completed","70","80","84"
"male","group C","bachelor's degree","free/reduced","none","50","50","43"
"female","group E","associate's degree","standard","completed","89","83","92"
"female","group C","some high school","standard","completed","63","72","76"
"female","group D","some college","free/reduced","none","57","54","62"
"female","group B","associate's degree","standard","none","78","84","81"
"female","group B","associate's degree","free/reduced","none","61","81","75"
"female","group D","bachelor's degree","standard","none","87","86","91"
"male","group C","high school","standard","none","56","50","48"
"male","group C","some high school","standard","none","72","73","65"
"male","group E","bachelor's degree","standard","completed","84","68","71"
"male","group C","some college","free/reduced","none","63","61","55"
"female","group C","master's degree","standard","none","53","59","62"
"female","group B","some high school","standard","none","59","69","61"
"male","group E","some college","free/reduced","completed","79","78","76"
"male","group C","bachelor's degree","free/reduced","completed","76","80","82"
"female","group B","associate's degree","free/reduced","none","52","62","60"
"female","group C","some college","standard","none","73","82","75"
"male","group B","some high school","free/reduced","completed","47","43","44"
"male","group C","some college","standard","none","81","78","75"
"male","group D","some high school","free/reduced","completed","76","86","83"
"female","group C","associate's degree","free/reduced","completed","69","82","81"
"female","group B","associate's degree","standard","completed","87","100","100"
"male","group C","some high school","standard","none","62","56","53"
"female","group D","high school","standard","none","65","81","86"
"male","group E","some high school","free/reduced","none","48","40","34"
"male","group B","some high school","standard","completed","87","84","84"
"female","group A","bachelor's degree","standard","completed","44","49","53"
"male","group E","some high school","standard","none","64","57","53"
"male","group E","master's degree","free/reduced","completed","98","100","94"
"female","group D","some high school","standard","none","77","87","86"
"female","group D","master's degree","standard","none","68","67","72"
"male","group B","some college","standard","none","91","78","79"
"male","group C","some high school","standard","completed","78","76","77"
"female","group D","some college","free/reduced","none","47","59","58"
"male","group A","some college","free/reduced","none","58","54","50"
"male","group D","associate's degree","standard","none","87","81","85"
"female","group C","master's degree","free/reduced","completed","54","72","76"
"female","group C","some high school","standard","none","65","67","67"
"male","group A","some high school","standard","none","78","64","61"
"male","group C","some high school","standard","completed","84","74","78"
"male","group C","associate's degree","standard","none","75","59","55"
"female","group D","master's degree","standard","completed","100","100","100"
"female","group A","master's degree","standard","completed","85","77","87"
"female","group D","some college","standard","none","56","64","64"
"female","group B","some college","standard","completed","73","87","87"
"female","group D","high school","free/reduced","completed","80","99","96"
"female","group D","some high school","standard","completed","82","95","99"
"female","group C","associate's degree","free/reduced","completed","64","64","70"
"male","group C","some college","standard","completed","89","83","85"
"female","group C","associate's degree","standard","none","78","92","93"
"female","group C","high school","free/reduced","none","52","68","60"
"female","group C","some high school","free/reduced","none","50","60","55"
"male","group C","bachelor's degree","standard","none","72","75","67"
"female","group C","high school","standard","none","65","75","66"
"male","group D","bachelor's degree","standard","completed","80","77","78"
"male","group A","some college","standard","none","63","69","62"
"male","group D","some high school","standard","none","61","47","42"
"male","group D","high school","free/reduced","completed","74","76","76"
"male","group A","some college","standard","none","49","41","45"
"female","group E","associate's degree","free/reduced","none","63","65","61"
"female","group C","bachelor's degree","standard","completed","73","87","87"
"male","group C","some high school","free/reduced","none","43","32","30"
"male","group D","associate's degree","standard","completed","76","68","72"
"male","group B","associate's degree","standard","none","64","63","56"
"male","group D","high school","standard","completed","70","62","66"
"female","group E","some college","free/reduced","none","61","66","65"
"female","group A","some college","free/reduced","completed","59","69","73"
"female","group E","some college","standard","none","76","77","75"
"male","group C","associate's degree","standard","none","86","83","79"
"male","group E","associate's degree","standard","none","100","93","87"
"male","group B","high school","standard","completed","82","77","77"
"female","group E","some college","standard","completed","57","71","73"
"male","group B","bachelor's degree","free/reduced","completed","62","58","63"
"male","group B","some college","free/reduced","none","43","46","30"
"male","group E","bachelor's degree","standard","none","68","59","60"
"female","group E","associate's degree","standard","none","72","78","68"
"male","group A","some high school","standard","none","65","63","64"
"female","group C","some high school","standard","none","75","74","75"
"male","group C","some college","standard","none","74","59","60"
"female","group E","some college","standard","completed","100","100","98"
"female","group A","associate's degree","standard","none","78","91","84"
"female","group D","some college","standard","completed","85","89","92"
"female","group B","associate's degree","standard","completed","79","83","76"
"female","group B","bachelor's degree","free/reduced","none","69","77","68"
"male","group C","associate's degree","free/reduced","none","57","56","52"
"female","group C","associate's degree","standard","completed","79","90","93"
