"gender","race/ethnicity","parental level of education","lunch","test preparation course","math score","reading score","writing score"
"male","group C","associate's degree","standard","none","85","83","74"
"male","group E","associate's degree","standard","none","98","78","78"
"male","group E","associate's degree","standard","completed","100","93","96"
"male","group B","bachelor's degree","standard","completed","89","91","97"
"male","group E","some high school","standard","none","76","52","55"
"male","group D","master's degree","free/reduced","completed","69","63","66"
"male","group C","high school","standard","completed","56","47","50"
"male","group E","high school","standard","none","87","71","62"
"female","group C","associate's degree","standard","none","70","85","81"
"female","group C","master's degree","free/reduced","completed","86","94","95"
"male","group D","some high school","standard","none","60","66","56"
"male","group C","some college","standard","none","79","85","75"
"male","group B","high school","standard","none","68","51","50"
"male","group C","some college","free/reduced","none","60","66","61"
"male","group D","some high school","standard","none","69","59","65"
"female","group B","high school","standard","none","61","73","73"
"male","group D","some high school","standard","none","60","52","46"
"female","group B","some high school","standard","none","72","84","79"
"female","group C","master's degree","standard","completed","81","97","98"
"female","group B","high school","free/reduced","completed","44","52","56"
"female","group C","associate's degree","standard","none","61","78","71"
"female","group C","some college","free/reduced","completed","58","72","71"
"male","group A","some college","standard","none","68","62","62"
"female","group C","associate's degree","standard","completed","68","69","72"
"female","group D","some high school","standard","none","68","83","80"
"female","group D","high school","standard","none","67","79","75"
"male","group B","bachelor's degree","standard","none","51","37","39"
"female","group B","associate's degree","standard","none","78","85","88"
"male","group C","master's degree","standard","completed","71","70","70"
"male","group B","some high school","standard","completed","86","69","70"
"male","group E","high school","standard","none","100","82","79"
"male","group B","some college","standard","completed","61","62","59"
"male","group C","high school","free/reduced","none","69","69","66"
"male","group E","associate's degree","free/reduced","completed","69","70","67"
"male","group E","some high school","standard","none","83","75","73"
"female","group A","associate's degree","free/reduced","none","38","44","43"
"female","group B","high school","standard","completed","60","58","64"
"female","group E","associate's degree","standard","completed","97","100","100"
"female","group D","associate's degree","standard","completed","66","81","83"
"female","group E","master's degree","free/reduced","completed","72","81","83"
"male","group B","high school","standard","none","64","61","62"
"female","group C","master's degree","standard","none","89","94","96"
"male","group C","bachelor's degree","standard","completed","78","72","81"
"male","group D","high school","standard","none","81","70","65"
"male","group D","some college","free/reduced","completed","56","59","60"
"male","group B","associate's degree","standard","none","65","68","62"
"male","group D","master's degree","standard","none","92","81","77"
"male","group D","some college","standard","completed","85","84","88"
"male","group D","high school","standard","none","71","71","66"
"male","group D","some college","standard","none","90","82","82"
"male","group C","some high school","free/reduced","none","23","23","21"
"male","group E","some college","free/reduced","none","66","52","54"
"female","group B","high school","free/reduced","completed","57","71","65"
"male","group E","some high school","standard","completed","64","64","60"
"male","group C","some high school","free/reduced","completed","64","65","58"
"male","group C","associate's degree","standard","completed","91","82","82"
"male","group C","some high school","free/reduced","completed","57","56","50"
"female","group D","associate's degree","free/reduced","completed","82","86","89"
"male","group D","bachelor's degree","standard","none","79","76","70"
"female","group B","master's degree","standard","none","77","83","85"
"male","group C","some college","standard","completed","78","70","71"
"female","group D","high school","free/reduced","none","68","76","85"
"female","group C","high school","standard","completed","65","81","82"
"male","group C","some college","free/reduced","none","63","62","57"
"female","group D","associate's degree","standard","none","61","72","75"
"male","group C","bachelor's degree","free/reduced","none","71","64","66"
"female","group D","some high school","standard","none","57","69","72"
"male","group D","master's degree","free/reduced","none","56","61","64"
"female","group E","some college","standard","none","75","77","77"
"female","group B","some college","standard","none","59","64","70"
"female","group C","some college","free/reduced","completed","70","75","76"
"female","group B","some college","standard","completed","84","100","96"
"male","group C","some college","standard","completed","34","27","33"
"female","group B","some high school","free/reduced","completed","70","88","84"
"male","group D","some college","standard","none","92","86","92"
"female","group C","high school","standard","none","71","86","82"
"male","group B","bachelor's degree","standard","completed","72","69","70"
"female","group C","some college","free/reduced","completed","41","65","70"
"female","group B","high school","free/reduced","none","19","23","26"
"female","group D","associate's degree","standard","none","77","94","94"
"female","group A","high school","standard","none","71","78","74"
"male","group D","associate's degree","standard","none","79","72","78"
"male","group C","associate's degree","standard","none","51","48","38"
"female","group E","associate's degree","standard","none","61","66","64"
"female","group D","high school","standard","none","58","70","67"
"female","group E","associate's degree","free/reduced","none","85","86","86"
"male","group C","high school","standard","none","61","55","49"
"male","group C","master's degree","free/reduced","none","79","86","81"
"male","group A","some high school","standard","completed","65","70","63"
"female","group C","high school","free/reduced","none","67","68","71"
"female","group D","some college","standard","completed","66","75","76"
"female","group A","high school","free/reduced","none","65","71","71"
"male","group D","high school","free/reduced","completed","89","84","78"
"female","group C","some high school","standard","completed","76","81","82"
"female","group C","some college","standard","completed","56","62","65"
"male","group C","some college","free/reduced","none","56","56","53"
"male","group C","associate's degree","standard","completed","83","82","83"
"female","group D","associate's degree","standard","completed","89","86","87"
"female","group C","master's degree","free/reduced","completed","72","93","88"
"male","group D","some high school","standard","none","55","52","49"
"female","group C","associate's degree","free/reduced","none","57","67","67"
"female","group A","bachelor's degree","standard","completed","55","56","69"
"female","group D","some high school","free/reduced","none","58","70","74"
"female","group B","associate's degree","standard","none","68","66","70"
"male","group E","some college","standard","completed","100","98","100"
"male","group B","some college","standard","none","53","59","55"
"male","group A","associate's degree","standard","none","82","78","74"
"female","group B","high school","standard","completed","61","72","70"
"male","group E","associate's degree","standard","none","79","69","58"
"female","group D","some high school","standard","none","43","55","53"
"female","group B","high school","standard","completed","40","58","57"
"female","group C","associate's degree","standard","none","52","66","65"
"male","group D","bachelor's degree","free/reduced","completed","55","57","61"
"male","group D","bachelor's degree","standard","none","82","85","79"
"male","group D","bachelor's degree","standard","none","100","97","93"
"female","group B","associate's degree","free/reduced","completed","65","70","73"
"male","group B","some college","standard","none","72","75","67"
"male","group C","some college","free/reduced","none","47","46","41"
"male","group D","bachelor's degree","free/reduced","none","55","59","58"
"male","group E","some college","standard","none","65","59","52"
"male","group B","some college","standard","none","72","57","57"
"male","group C","associate's degree","free/reduced","none","70","68","62"
"female","group E","associate's degree","standard","completed","89","96","100"
"male","group B","some high school","standard","none","30","28","22"
"female","group E","high school","standard","completed","71","77","80"
"female","group D","some college","free/reduced","none","64","63","67"
"male","group E","high school","free/reduced","none","65","67","52"
"female","group D","some high school","standard","none","60","72","71"
"female","group D","master's degree","free/reduced","none","72","91","95"
"female","group A","high school","free/reduced","completed","70","95","95"
"female","group D","bachelor's degree","standard","none","73","71","72"
"female","group D","associate's degree","standard","completed","63","79","80"
"male","group C","some college","standard","none","40","41","38"
"male","group D","associate's degree","free/reduced","completed","63","63","64"
"male","group A","some college","free/reduced","completed","51","47","47"
"female","group B","some college","standard","none","67","66","65"
"male","group E","some college","standard","none","88","86","79"
"female","group C","some college","free/reduced","completed","65","77","75"
"female","group D","high school","standard","none","70","84","83"
"female","group D","associate's degree","standard","none","79","84","83"
"female","group C","some college","standard","none","67","78","75"
"male","group D","high school","standard","none","81","80","72"
"male","group E","high school","standard","none","99","82","79"
"female","group E","master's degree","standard","completed","98","100","100"
"male","group D","some college","free/reduced","completed","29","27","31"
"female","group A","associate's degree","standard","none","65","71","67"
"male","group D","some high school","free/reduced","none","60","52","53"
"female","group B","some high school","free/reduced","none","64","64","62"
"female","group E","some college","standard","completed","86","85","87"
"male","group C","some college","free/reduced","none","50","41","39"
"male","group D","associate's degree","standard","none","66","71","61"
"female","group E","some college","standard","none","60","60","64"
"female","group D","bachelor's degree","standard","none","79","90","92"
"female","group D","associate's degree","free/reduced","none","76","72","79"
"female","group A","some college","standard","none","48","70","65"
"male","group C","associate's degree","standard","none","70","61","59"
"male","group B","associate's degree","standard","none","82","85","77"
"female","group C","high school","free/reduced","none","69","82","84"
"female","group E","some college","standard","completed","74","66","71"
"female","group D","high school","standard","completed","69","88","89"
"male","group C","high school","free/reduced","none","49","46","40"
"female","group B","some college","standard","none","73","74","76"
"male","group A","high school","standard","completed","74","73","69"
"male","group B","some high school","standard","completed","60","47","50"
"male","group C","some college","standard","none","81","78","69"
"female","group C","some high school","standard","none","33","58","53"
"male","group B","some high school","free/reduced","none","33","46","42"
"female","group D","bachelor's degree","standard","completed","79","87","92"
"male","group C","high school","standard","none","79","69","66"
"female","group D","associate's degree","free/reduced","none","57","57","59"
"female","group C","associate's degree","standard","none","78","82","84"
"male","group C","high school","standard","none","81","72","65"
"female","group C","high school","standard","completed","63","71","74"
"female","group B","some college","standard","none","75","77","74"
"male","group C","some high school","standard","none","54","49","48"
"male","group D","some high school","free/reduced","none","74","74","67"
"female","group C","some college","standard","none","82","80","83"
"male","group B","associate's degree","free/reduced","none","69","67","64"
"female","group B","some high school","free/reduced","none","54","71","70"
"female","group A","some college","free/reduced","none","32","48","41"
"female","group E","some college","standard","none","84","90","81"
"male","group D","high school","standard","none","60","70","65"
"female","group B","associate's degree","standard","none","54","61","64"
"male","group B","associate's degree","standard","none","81","79","69"
"female","group D","some college","standard","none","79","93","90"
"female","group B","bachelor's degree","standard","none","77","81","77"
"male","group B","associate's degree","standard","none","81","91","82"
"female","group E","high school","free/reduced","none","51","58","59"
"female","group B","some college","standard","none","54","75","66"
"male","group C","some college","standard","none","62","56","53"
"male","group A","bachelor's degree","standard","completed","73","73","74"
"male","group D","some high school","free/reduced","none","42","47","49"
"male","group B","some college","standard","completed","65","60","60"
"male","group D","some high school","standard","none","78","79","76"
"female","group C","bachelor's degree","standard","none","93","100","100"
"female","group E","some college","standard","none","73","76","79"
"female","group C","high school","standard","none","66","68","70"
"female","group B","bachelor's degree","free/reduced","none","59","67","68"
"female","group E","high school","standard","completed","59","62","60"
"female","group B","bachelor's degree","standard","completed","56","78","79"
"male","group D","some high school","standard","none","47","35","32"
"female","group D","bachelor's degree","standard","none","76","84","84"
"female","group B","high school","free/reduced","none","40","46","40"
"male","group B","some college","free/reduced","none","44","39","35"
"male","group B","master's degree","free/reduced","completed","83","87","86"
"male","group D","some high school","free/reduced","completed","49","54","56"
"male","group C","some high school","standard","none","62","55","47"
"female","group B","bachelor's degree","standard","none","76","88","85"
"female","group C","some college","free/reduced","none","50","60","58"
"male","group C","associate's degree","free/reduced","none","33","41","33"
"male","group C","some college","standard","none","70","67","64"
"female","group D","master's degree","free/reduced","completed","59","78","84"
"female","group B","bachelor's degree","standard","none","75","89","88"
"female","group D","some college","standard","completed","81","90","97"
"female","group B","high school","standard","completed","91","100","100"
"male","group D","bachelor's degree","standard","completed","72","66","69"
"female","group C","some college","free/reduced","none","57","76","70"
"male","group D","high school","standard","none","62","53","49"
"male","group C","associate's degree","free/reduced","none","58","53","52"
"male","group B","high school","free/reduced","none","60","59","57"
"male","group C","some high school","free/reduced","completed","72","73","67"
"male","group B","associate's degree","standard","none","85","79","79"
"male","group C","high school","standard","none","83","81","74"
"female","group E","some college","free/reduced","none","68","71","68"
"male","group B","high school","standard","none","70","61","59"
"female","group C","some college","standard","none","77","85","81"
"female","group E","associate's degree","standard","none","86","93","86"
"male","group A","high school","free/reduced","none","79","72","67"
"male","group D","master's degree","standard","none","66","55","57"
"male","group C","some college","standard","none","74","70","67"
"male","group E","some high school","standard","none","69","61","53"
"female","group E","some college","free/reduced","completed","54","68","68"
"male","group C","bachelor's degree","standard","none","72","64","61"
"female","group B","bachelor's degree","standard","none","73","77","77"
"female","group C","high school","standard","none","66","72","62"
"female","group C","associate's degree","standard","completed","86","98","100"
"female","group E","some high school","free/reduced","none","47","52","51"
"female","group E","bachelor's degree","standard","none","59","64","63"
"male","group A","some high school","standard","none","61","56","54"
"male","group E","some college","free/reduced","none","66","61","60"
"male","group E","associate's degree","standard","completed","94","84","77"
"male","group E","some high school","free/reduced","none","57","58","50"
"female","group D","some college","standard","none","59","77","79"
"female","group C","associate's degree","standard","none","45","48","51"
"female","group C","some college","standard","none","50","66","58"
"male","group E","some college","free/reduced","none","69","58","58"
"female","group A","some high school","standard","completed","83","95","91"
"female","group C","some college","standard","none","63","75","68"
"female","group B","some high school","standard","completed","70","75","74"
"female","group C","some high school","standard","completed","38","52","50"
"male","group B","some college","free/reduced","completed","36","42","43"
"male","group A","some high school","standard","none","40","37","32"
"male","group C","high school","standard","none","71","72","65"
"male","group D","associate's degree","standard","none","85","78","78"
"female","group C","associate's degree","standard","none","80","94","88"
"female","group C","some high school","standard","completed","73","81","81"
"male","group D","some college","standard","none","58","56","55"
"female","group C","bachelor's degree","free/reduced","completed","54","64","64"
"male","group C","some high school","free/reduced","completed","73","76","72"
"male","group C","some college","free/reduced","none","55","44","38"
"male","group E","bachelor's degree","standard","completed","89","79","86"
"female","group A","some college","standard","none","69","72","74"
"male","group A","bachelor's degree","standard","none","61","56","52"
"female","group A","some college","standard","none","72","71","75"
"female","group B","bachelor's degree","standard","none","63","68","69"
"male","group C","bachelor's degree","free/reduced","none","47","61","54"
"female","group D","high school","standard","none","78","81","81"
"male","group E","bachelor's degree","standard","none","80","64","67"
"female","group D","associate's degree","free/reduced","completed","66","69","77"
"female","group C","some college","free/reduced","completed","79","100","97"
"male","group B","high school","standard","completed","63","60","61"
"male","group D","associate's degree","free/reduced","completed","53","55","58"
"male","group E","some college","standard","none","70","58","56"
"female","group C","some college","standard","none","74","83","80"
"male","group C","associate's degree","standard","none","59","60","53"
"female","group C","some high school","standard","none","65","61","60"
"male","group C","some college","free/reduced","completed","76","77","74"
"male","group A","some college","standard","completed","59","61","60"
"male","group C","some college","standard","completed","53","56","51"
"male","group C","associate's degree","standard","completed","79","75","79"
"female","group E","master's degree","free/reduced","none","66","74","71"
"male","group D","bachelor's degree","standard","none","67","63","60"
"female","group D","bachelor's degree","standard","completed","51","70","75"
"male","group D","associate's degree","standard","completed","63","66","59"
"female","group D","some high school","free/reduced","completed","64","71","78"
"male","group C","some college","standard","none","91","86","82"
"female","group C","some high school","standard","completed","36","55","60"
"female","group E","some high school","standard","completed","85","88","88"
"male","group C","some high school","free/reduced","completed","83","89","85"
"male","group E","associate's degree","standard","none","67","51","52"
"male","group D","some college","free/reduced","none","41","42","41"
"male","group C","master's degree","standard","completed","68","78","78"
"female","group C","high school","standard","none","61","76","72"
"female","group A","some college","standard","completed","71","83","85"
"male","group E","some high school","free/reduced","completed","64","55","57"
"female","group D","high school","standard","none","68","69","69"
"female","group D","some college","free/reduced","none","53","61","63"
"male","group D","bachelor's degree","standard","completed","85","71","71"
"male","group D","high school","standard","none","78","65","66"
"male","group B","bachelor's degree","standard","none","60","59","61"
"female","group D","some college","standard","completed","67","76","87"
"female","group E","associate's degree","free/reduced","none","42","45","44"
"female","group C","bachelor's degree","standard","none","61","77","73"
"female","group E","some high school","free/reduced","completed","62","64","64"
"female","group D","associate's degree","standard","none","65","78","81"
"male","group D","some high school","free/reduced","completed","75","83","82"
"male","group D","associate's degree","standard","none","77","75","69"
"female","group B","associate's degree","standard","none","67","64","73"
"female","group D","some college","standard","completed","82","94","100"
"male","group D","some high school","standard","completed","60","53","59"
"female","group D","some college","free/reduced","completed","79","78","86"
"male","group C","some high school","standard","completed","66","66","64"
"female","group D","some college","standard","completed","56","62","68"
"male","group B","associate's degree","standard","none","74","74","75"
"female","group E","associate's degree","standard","none","100","97","94"
"male","group A","high school","free/reduced","completed","66","74","70"
"female","group C","some college","standard","none","44","50","53"
"female","group C","associate's degree","standard","completed","85","92","96"
"male","group C","some high school","free/reduced","none","36","34","33"
"female","group C","some high school","free/reduced","none","40","51","53"
"female","group C","associate's degree","standard","none","65","69","68"
"male","group D","some college","standard","none","76","73","72"
"male","group A","bachelor's degree","standard","none","71","64","63"
"female","group E","some high school","standard","none","87","99","99"
"male","group B","some college","free/reduced","none","78","70","68"
"female","group D","some college","standard","none","62","61","68"
"male","group A","some high school","free/reduced","none","50","54","43"
"male","group D","high school","standard","none","80","57","61"
"female","group C","some high school","standard","completed","63","69","71"
"female","group B","some high school","free/reduced","completed","31","36","37"
"male","group C","some college","standard","completed","61","50","55"
"female","group C","some college","standard","none","49","66","59"
"female","group C","master's degree","standard","none","65","75","75"
"male","group D","master's degree","free/reduced","none","71","74","70"
"male","group C","high school","standard","none","65","68","57"
"male","group A","some college","free/reduced","none","44","50","46"
"male","group E","some high school","standard","completed","81","81","77"
"male","group D","high school","free/reduced","none","51","52","51"
"male","group C","bachelor's degree","standard","none","88","86","84"
"male","group C","associate's degree","free/reduced","none","56","51","47"
"male","group D","associate's degree","free/reduced","none","51","57","60"
"male","group D","some college","standard","none","51","44","50"
"female","group B","high school","standard","none","55","71","74"
"male","group A","high school","free/reduced","none","48","49","35"
"male","group B","associate's degree","standard","completed","84","87","79"
"female","group C","some college","free/reduced","none","59","69","66"
"female","group B","bachelor's degree","free/reduced","none","50","69","65"
"female","group E","some high school","standard","none","65","69","57"
"male","group C","some high school","standard","none","81","77","67"
"female","group C","associate's degree","standard","completed","68","72","75"
"male","group C","high school","standard","none","29","26","20"
"male","group C","some college","standard","none","82","82","77"
"female","group E","some college","free/reduced","none","65","75","76"
"female","group D","master's degree","standard","completed","69","74","77"
"male","group B","bachelor's degree","standard","completed","85","79","85"
"female","group E","associate's degree","standard","none","51","66","57"
"male","group E","associate's degree","standard","none","88","69","69"
"male","group B","high school","free/reduced","none","52","45","42"
"female","group C","master's degree","standard","completed","71","67","70"
"male","group B","associate's degree","free/reduced","none","74","77","65"
"female","group C","some high school","standard","none","50","59","54"
"female","group D","bachelor's degree","standard","none","71","84","81"
"male","group C","some high school","free/reduced","none","51","53","50"
"female","group B","high school","standard","completed","48","57","65"
"male","group C","high school","standard","none","60","51","42"
"female","group C","bachelor's degree","free/reduced","completed","66","72","69"
"male","group D","associate's degree","standard","completed","100","98","98"
"male","group E","high school","standard","completed","98","88","90"
"female","group E","high school","standard","completed","75","84","79"
"male","group C","associate's degree","standard","none","64","72","69"
"female","group C","high school","standard","none","73","72","72"
"female","group C","associate's degree","standard","completed","63","72","70"
"male","group A","some high school","standard","none","86","88","77"
"male","group B","some high school","standard","none","58","46","45"
"female","group D","bachelor's degree","standard","none","55","60","65"
"female","group D","some high school","standard","none","56","68","60"
"female","group B","some high school","standard","completed","51","71","66"
"male","group E","some high school","standard","completed","64","56","54"
"male","group C","master's degree","standard","none","68","76","69"
"female","group B","high school","standard","none","78","81","79"
"female","group D","some high school","free/reduced","completed","67","68","69"
"male","group E","high school","standard","none","71","56","53"
"male","group D","master's degree","standard","none","59","46","48"
"female","group E","some college","standard","completed","85","85","85"
"female","group E","high school","standard","completed","75","76","77"
"male","group D","some college","standard","none","62","54","48"
"male","group A","some college","free/reduced","completed","65","69","64"
"male","group E","some college","standard","none","100","92","89"
"female","group D","bachelor's degree","standard","completed","100","100","100"
"female","group D","bachelor's degree","free/reduced","completed","58","70","72"
"male","group E","master's degree","free/reduced","none","84","78","77"
"female","group B","some high school","free/reduced","none","49","63","57"
"male","group D","some college","free/reduced","none","70","77","74"
"female","group D","some high school","free/reduced","none","38","52","56"
"male","group E","associate's degree","free/reduced","completed","74","73","75"
"male","group C","bachelor's degree","standard","none","82","73","69"
"female","group B","associate's degree","standard","none","50","58","60"
"male","group A","some high school","standard","none","64","63","57"
"male","group C","some high school","free/reduced","none","44","46","45"
"female","group D","some high school","standard","completed","42","49","61"
"male","group C","some college","standard","none","81","70","69"
"female","group D","high school","standard","none","58","71","67"
"female","group D","high school","standard","none","52","51","58"
"female","group E","some high school","standard","none","50","56","54"
"female","group D","some high school","free/reduced","none","63","67","68"
"male","group B","some college","free/reduced","completed","59","65","62"
"male","group B","some high school","free/reduced","none","54","48","47"
"female","group B","some college","standard","completed","62","71","72"
"female","group D","some college","free/reduced","none","52","61","57"
"female","group D","associate's degree","standard","completed","71","74","79"
"male","group A","high school","standard","none","61","62","53"
"male","group D","some high school","standard","none","61","60","54"
"male","group D","high school","standard","none","64","66","66"
"male","group D","master's degree","free/reduced","none","72","77","67"
"male","group B","associate's degree","standard","completed","86","83","81"
"female","group B","some high school","free/reduced","completed","49","63","57"
"male","group D","some high school","standard","completed","71","69","70"
"female","group E","some high school","free/reduced","none","83","82","88"
"male","group C","master's degree","free/reduced","none","58","62","60"
"male","group C","some college","standard","none","100","86","83"
"female","group E","bachelor's degree","standard","none","95","100","100"
"female","group C","high school","standard","completed","61","73","72"
"female","group B","some high school","standard","none","62","67","62"
"female","group D","associate's degree","free/reduced","none","55","75","68"
"female","group B","high school","standard","none","79","72","73"
"male","group D","high school","standard","completed","77","80","78"
"male","group C","some high school","standard","completed","79","84","80"
"male","group B","associate's degree","standard","none","66","64","62"
"female","group B","high school","standard","none","68","69","64"
"male","group C","bachelor's degree","standard","none","74","61","58"
"male","group C","associate's degree","standard","none","55","49","48"
"male","group E","some high school","standard","none","71","64","53"
"male","group D","some college","free/reduced","none","69","60","64"
"female","group B","bachelor's degree","standard","none","60","71","68"
"male","group A","some high school","standard","completed","72","68","66"
